;dataset;model;metric;value;run
243;celeba;resnetcbm;disentanglement;0.7400812562745486;3
244;celeba;resnetcbm;disentanglement;0.7477499486604284;4
245;shapes3d;labo;leakage;0.8785536304890188;0
246;shapes3d;labo;leakage;0.8785536304890188;1
247;shapes3d;labo;leakage;0.8785536304890188;2
248;shapes3d;labo;leakage;0.8785536304890188;3
249;shapes3d;labo;leakage;0.8785536304890188;4
250;shapes3d;labo;label_f1;0.7586083001070913;0
251;shapes3d;labo;label_f1;0.7603974491890813;1
252;shapes3d;labo;label_f1;0.7590402130623077;2
253;shapes3d;labo;label_f1;0.7551855652924147;3
254;shapes3d;labo;label_f1;0.7503413060027118;4
255;shapes3d;labo;avg_concept_auc;0.31253184174216453;0
256;shapes3d;labo;avg_concept_auc;0.3145420894511095;1
257;shapes3d;labo;avg_concept_auc;0.3150511013606824;2
258;shapes3d;labo;avg_concept_auc;0.31282912793200174;3
259;shapes3d;labo;avg_concept_auc;0.3136692621627401;4
260;shapes3d;labo;ois;0.15156018733978271;0
261;shapes3d;labo;ois;0.15156018733978271;1
262;shapes3d;labo;ois;0.15156018733978271;2
263;shapes3d;labo;ois;0.15156018733978271;3
264;shapes3d;labo;ois;0.15156018733978271;4
265;shapes3d;labo;disentanglement;0.28117010759635197;0
266;shapes3d;labo;disentanglement;0.28117010759635197;1
267;shapes3d;labo;disentanglement;0.28117010759635197;2
268;shapes3d;labo;disentanglement;0.28117010759635197;3
269;shapes3d;labo;disentanglement;0.28117010759635197;4
270;shapes3d;lfcbm;leakage;0.7115553435877843;0
271;shapes3d;lfcbm;leakage;0.7285117963235487;1
272;shapes3d;lfcbm;leakage;0.7224526095560769;2
273;shapes3d;lfcbm;leakage;0.7217210961140644;3
274;shapes3d;lfcbm;leakage;0.7238850785737808;4
275;shapes3d;lfcbm;label_f1;0.9593461618778074;0
276;shapes3d;lfcbm;label_f1;0.9624638652419544;1
277;shapes3d;lfcbm;label_f1;0.9630058145610964;2
278;shapes3d;lfcbm;label_f1;0.9592959631225397;3
279;shapes3d;lfcbm;label_f1;0.9609260741190431;4
280;shapes3d;lfcbm;avg_concept_auc;0.3048786552512628;0
281;shapes3d;lfcbm;avg_concept_auc;0.3064584735626881;1
282;shapes3d;lfcbm;avg_concept_auc;0.3055292324663514;2
283;shapes3d;lfcbm;avg_concept_auc;0.30315258274358214;3
284;shapes3d;lfcbm;avg_concept_auc;0.30591185925297176;4
285;shapes3d;lfcbm;ois;0.15240395069122314;0
286;shapes3d;lfcbm;ois;0.15219813585281372;1
287;shapes3d;lfcbm;ois;0.15125563740730286;2
288;shapes3d;lfcbm;ois;0.1519758701324463;3
289;shapes3d;lfcbm;ois;0.15095582604408264;4
290;shapes3d;lfcbm;disentanglement;0.2805784383695686;0
291;shapes3d;lfcbm;disentanglement;0.2796899980871552;1
292;shapes3d;lfcbm;disentanglement;0.2789183476873859;2
293;shapes3d;lfcbm;disentanglement;0.2804021571089147;3
294;shapes3d;lfcbm;disentanglement;0.2784402979255696;4
295;shapes3d;oracle;leakage;0.5861037980416443;0
296;shapes3d;oracle;leakage;0.7155527757834433;1
297;shapes3d;oracle;leakage;0.6880777679098188;2
298;shapes3d;oracle;leakage;0.6535166780100596;3
299;shapes3d;oracle;leakage;0.6943074435996712;4
300;shapes3d;oracle;label_f1;0.6873261980355226;0
301;shapes3d;oracle;label_f1;0.6622298085154218;1
302;shapes3d;oracle;label_f1;0.7051893436668123;2
303;shapes3d;oracle;label_f1;0.6506344416616426;3
304;shapes3d;oracle;label_f1;0.703766309205242;4
305;shapes3d;oracle;avg_concept_auc;0.517672606776254;0
306;shapes3d;oracle;avg_concept_auc;0.5214100094410402;1
307;shapes3d;oracle;avg_concept_auc;0.5200690639952201;2
308;shapes3d;oracle;avg_concept_auc;0.5223659109117301;3
309;shapes3d;oracle;avg_concept_auc;0.5235475114484969;4
310;shapes3d;oracle;ois;0.1318550407886505;0
311;shapes3d;oracle;ois;0.1304565668106079;1
312;shapes3d;oracle;ois;0.13179370760917664;2
313;shapes3d;oracle;ois;0.13090772926807404;3
314;shapes3d;oracle;ois;0.13148067891597748;4
315;shapes3d;oracle;disentanglement;0.5055121942609714;0
316;shapes3d;oracle;disentanglement;0.5170343416063992;1
317;shapes3d;oracle;disentanglement;0.513573206945718;2
318;shapes3d;oracle;disentanglement;0.5103189056000152;3
319;shapes3d;oracle;disentanglement;0.5132653479751735;4
320;shapes3d;vlgcbm;leakage;0.13534364581780517;0
321;shapes3d;vlgcbm;leakage;0.13534364581780517;1
322;shapes3d;vlgcbm;leakage;0.13534364581780517;2
323;shapes3d;vlgcbm;leakage;0.13534364581780517;3
324;shapes3d;vlgcbm;leakage;0.13534364581780517;4
325;shapes3d;vlgcbm;label_f1;0.5213402992022464;0
326;shapes3d;vlgcbm;label_f1;0.5213402992022464;1
327;shapes3d;vlgcbm;label_f1;0.5213402992022464;2
328;shapes3d;vlgcbm;label_f1;0.5213402992022464;3
329;shapes3d;vlgcbm;label_f1;0.5213402992022464;4
330;shapes3d;vlgcbm;avg_concept_auc;0.23612351360599845;0
331;shapes3d;vlgcbm;avg_concept_auc;0.23480912448607352;1
332;shapes3d;vlgcbm;avg_concept_auc;0.23458482878846412;2
333;shapes3d;vlgcbm;avg_concept_auc;0.23507575530482522;3
334;shapes3d;vlgcbm;avg_concept_auc;0.2372491863978172;4
335;shapes3d;vlgcbm;ois;0.1526455134153366;0
336;shapes3d;vlgcbm;ois;0.1526455134153366;1
337;shapes3d;vlgcbm;ois;0.1526455134153366;2
338;shapes3d;vlgcbm;ois;0.1526455134153366;3
339;shapes3d;vlgcbm;ois;0.1526455134153366;4
