;dataset;model;metric;value;run
423;shapes3d;vlgcbm;avg_concept_auc;0.22946774022399738;3
424;shapes3d;vlgcbm;avg_concept_auc;0.23489525122381044;4
425;shapes3d;vlgcbm;avg_concept_auc;0.23727444143804374;5
426;shapes3d;vlgcbm;avg_concept_auc;0.22225102056813256;6
427;shapes3d;vlgcbm;avg_concept_auc;0.23521070878582964;7
428;shapes3d;vlgcbm;avg_concept_auc;0.23227192847294353;8
429;shapes3d;vlgcbm;avg_concept_auc;0.23332598719713005;9
430;shapes3d;vlgcbm;ois;0.15039348602294922;0
431;shapes3d;vlgcbm;ois;0.15201376378536224;1
432;shapes3d;vlgcbm;ois;0.14991526305675507;2
433;shapes3d;vlgcbm;ois;0.15174487233161926;3
434;shapes3d;vlgcbm;ois;0.15011100471019745;4
435;shapes3d;vlgcbm;ois;0.15120775997638702;5
436;shapes3d;vlgcbm;ois;0.1523064523935318;6
437;shapes3d;vlgcbm;ois;0.15218691527843475;7
438;shapes3d;vlgcbm;ois;0.15196718275547028;8
439;shapes3d;vlgcbm;ois;0.1506386697292328;9
440;shapes3d;vlgcbm;disentanglement;0.2594340695537048;0
441;shapes3d;vlgcbm;disentanglement;0.24197430936216638;1
442;shapes3d;vlgcbm;disentanglement;0.2409364031329561;2
443;shapes3d;vlgcbm;disentanglement;0.24089201904577517;3
444;shapes3d;vlgcbm;disentanglement;0.23660959055493136;4
445;shapes3d;vlgcbm;disentanglement;0.2520274044543157;5
446;shapes3d;vlgcbm;disentanglement;0.24242646245976385;6
447;shapes3d;vlgcbm;disentanglement;0.22002046216900642;7
448;shapes3d;vlgcbm;disentanglement;0.24308508498730944;8
449;shapes3d;vlgcbm;disentanglement;0.26653659581744515;9
450;shapes3d;resnetcbm;leakage;0.20267940118995786;0
451;shapes3d;resnetcbm;leakage;0.19985978699710658;1
452;shapes3d;resnetcbm;leakage;0.15906701221753558;2
453;shapes3d;resnetcbm;leakage;0.1916617185047296;3
454;shapes3d;resnetcbm;leakage;0.22390270600278878;4
455;shapes3d;resnetcbm;leakage;0.12341388218428047;5
456;shapes3d;resnetcbm;leakage;0.30366248207438074;6
457;shapes3d;resnetcbm;leakage;0.44811862730694757;7
458;shapes3d;resnetcbm;leakage;0.19169084055752017;8
459;shapes3d;resnetcbm;leakage;0.21533965988968726;9
460;shapes3d;resnetcbm;label_f1;0.9996787430681187;0
461;shapes3d;resnetcbm;label_f1;0.9996787430681187;1
462;shapes3d;resnetcbm;label_f1;0.9990374002001929;2
463;shapes3d;resnetcbm;label_f1;1.0;3
464;shapes3d;resnetcbm;label_f1;0.9993578767123288;4
465;shapes3d;resnetcbm;label_f1;0.9993578767123288;5
466;shapes3d;resnetcbm;label_f1;0.9990374002001929;6
467;shapes3d;resnetcbm;label_f1;0.9996787430681187;7
468;shapes3d;resnetcbm;label_f1;0.9996787430681187;8
469;shapes3d;resnetcbm;label_f1;1.0;9
470;shapes3d;resnetcbm;avg_concept_auc;0.9999937748482528;0
471;shapes3d;resnetcbm;avg_concept_auc;0.9999923097941668;1
472;shapes3d;resnetcbm;avg_concept_auc;0.999962786280876;2
473;shapes3d;resnetcbm;avg_concept_auc;0.999998985613781;3
474;shapes3d;resnetcbm;avg_concept_auc;0.9999952493410111;4
475;shapes3d;resnetcbm;avg_concept_auc;0.9999705626481085;5
476;shapes3d;resnetcbm;avg_concept_auc;0.9999929868492805;6
477;shapes3d;resnetcbm;avg_concept_auc;0.9999857058065228;7
478;shapes3d;resnetcbm;avg_concept_auc;0.9999956149298438;8
479;shapes3d;resnetcbm;avg_concept_auc;0.999997012873836;9
480;shapes3d;resnetcbm;ois;0.07303699105978012;0
481;shapes3d;resnetcbm;ois;0.06942331045866013;1
482;shapes3d;resnetcbm;ois;0.06879644840955734;2
483;shapes3d;resnetcbm;ois;0.07485117018222809;3
484;shapes3d;resnetcbm;ois;0.07607241719961166;4
485;shapes3d;resnetcbm;ois;0.07500194013118744;5
